Komuna,Shkollë,Profili,Viti,Klasa,Gjinia,Total
Podujevë,Fan S Noli,PTT,2018-19,13,Femër,0
Podujevë,Fan S Noli,Instalues elektrik,2018-19,13,Femër,0
Podujevë,Fan S Noli,Komunikacioni rrugor,2018-19,13,Femër,0
Podujevë,Fan S Noli,Instalues i ngrohjes dhe klimatizimit,2018-19,13,Femër,0
Podujevë,Fan S Noli,Automekanik ,2018-19,13,Femër,0
Podujevë,Fan S Noli,Arkitekturë,2018-19,13,Femër,0
Podujevë,Fan S Noli,Rrobaqepës,2018-19,13,Femër,0
Podujevë,Aleksandër Xhuvani,Shoqëror,2018-19,13,Femër,0
Podujevë,Aleksandër Xhuvani,Shkenca Natyrore,2018-19,13,Femër,0
Podujevë,Aleksandër Xhuvani | 1,Shoqëror,2018-19,13,Femër,0
Podujevë,Isa Boletini,Asistent juridik,2018-19,13,Femër,0
Podujevë,Isa Boletini,Bankier,2018-19,13,Femër,0
Podujevë,Isa Boletini,Kontabilist,2018-19,13,Femër,0
Podujevë,Isa Boletini,Shpediter -logjistikë / Doganier,2018-19,13,Femër,0
Podujevë,Isa Boletini,Teknologji ushqimore,2018-19,13,Femër,0
Podujevë,Isa Boletini,Asistent infermier i përgjithshëm  ,2018-19,13,Femër,0
Podujevë,Isa Boletini,Agrobiznesi,2018-19,13,Femër,0
Podujevë,Isa Boletini,Administrim biznesi,2018-19,13,Femër,0
Podujevë,Isa Boletini,Tregti me shumicë,2018-19,13,Femër,0
Prishtinë,Mileniumi i Tretë,Shoqëror,2018-19,13,Femër,0
Prishtinë,Mileniumi i Tretë,Shkenca Natyrore,2018-19,13,Femër,0
Prishtinë,American School of Kosova,Shoqëror,2018-19,13,Femër,0
Prishtinë,American School of Kosova,Shkenca Natyrore,2018-19,13,Femër,0
Prishtinë,Arsimi i Shqipërisë,I përgjithshëm,2018-19,13,Femër,0
Prishtinë,Prishtina High School,I përgjithshëm,2018-19,13,Femër,0
Prishtinë,Don Bosko,Informatikë,2018-19,13,Femër,0
Prishtinë,Don Bosko,Telekomunikacionit,2018-19,13,Femër,0
Prishtinë,Don Bosko,I përgjithshëm,2018-19,13,Femër,0
Prishtinë,Zenit,Shkenca Natyrore,2018-19,13,Femër,0
Prishtinë,Sami Frashëri,Shkenca Natyrore,2018-19,13,Femër,0
Prishtinë,Xhevdet Doda,Shkenca Natyrore,2018-19,13,Femër,0
Prishtinë,Eqrem Çabej,I gjuhëve,2018-19,13,Femër,0
Prishtinë,Dr Ali Sokoli,Teknik i dhëmbëve,2018-19,13,Femër,0
Prishtinë,Dr Ali Sokoli,Farmacist,2018-19,13,Femër,0
Prishtinë,Dr Ali Sokoli,Asistent infermier i përgjithshëm  ,2018-19,13,Femër,0
Prishtinë,Dr Ali Sokoli,Laborant i shëndetësisë,2018-19,13,Femër,0
Prishtinë,Dr Ali Sokoli,Fizioterapeut,2018-19,13,Femër,0
Prishtinë,28 Nëntori,Grafik i leberlidhjes,2018-19,13,Femër,0
Prishtinë,28 Nëntori,Grafik i pergatitjes grafike,2018-19,13,Femër,0
Prishtinë,28 Nëntori,Grafik i shtypit,2018-19,13,Femër,0
Prishtinë,28 Nëntori,Grafik i mediave,2018-19,13,Femër,0
Prishtinë,28 Nëntori,PTT,2018-19,13,Femër,0
Prishtinë,28 Nëntori,Arkitekturë,2018-19,13,Femër,0
Prishtinë,28 Nëntori,Gjeodezi,2018-19,13,Femër,0
Prishtinë,28 Nëntori,Ndertimtari e ulet,2018-19,13,Femër,0
Prishtinë,Shtjefën Gjeqovi,Tërheqje-makinist,2018-19,13,Femër,0
Prishtinë,Shtjefën Gjeqovi,Komunikacioni hekurudhor,2018-19,13,Femër,0
Prishtinë,Shtjefën Gjeqovi,Komunikacioni rrugor,2018-19,13,Femër,0
Prishtinë,Shtjefën Gjeqovi,Saldator,2018-19,13,Femër,0
Prishtinë,Shtjefën Gjeqovi,Instalues i ngrohjes dhe klimatizimit,2018-19,13,Femër,0
Prishtinë,Shtjefën Gjeqovi,Metalpunues,2018-19,13,Femër,0
Prishtinë,Shtjefën Gjeqovi,Automekanik ,2018-19,13,Femër,0
Prishtinë,Shtjefën Gjeqovi,Instalues ujësjellësi dhe kanalizimi,2018-19,13,Femër,0
Prishtinë,Shtjefën Gjeqovi,Konfeksioner,2018-19,13,Femër,0
Prishtinë,Shtjefën Gjeqovi,Rrobaqepës,2018-19,13,Femër,0
Prishtinë,Shtjefën Gjeqovi,Dirigjimi kompjuterik i makinave,2018-19,13,Femër,0
Prishtinë,Hoxhë Kadri Prishtina,Asistent i administratës,2018-19,13,Femër,0
Prishtinë,Hoxhë Kadri Prishtina,Asistent juridik,2018-19,13,Femër,0
Prishtinë,Hoxhë Kadri Prishtina,Asistent i sigurimeve,2018-19,13,Femër,0
Prishtinë,Hoxhë Kadri Prishtina,Bankier,2018-19,13,Femër,0
Prishtinë,Hoxhë Kadri Prishtina,Kontabilist,2018-19,13,Femër,0
Prishtinë,Hoxhë Kadri Prishtina,Shpediter -logjistikë / Doganier,2018-19,13,Femër,0
Prishtinë,Hoxhë Kadri Prishtina,Asistent marketingu,2018-19,13,Femër,0
Prishtinë,Hoxhë Kadri Prishtina,Asistent finance,2018-19,13,Femër,0
Prishtinë,7 Shtatori,Tregtar me pakicë dhe shumicë,2018-19,13,Femër,0
Prishtinë,7 Shtatori,Asistent i restorantit,2018-19,13,Femër,0
Prishtinë,7 Shtatori,Gjellëbërës,2018-19,13,Femër,0
Prishtinë,7 Shtatori,Asistent turistik,2018-19,13,Femër,0
Prishtinë,Abdyl Frashëri,Teknologji ushqimore,2018-19,13,Femër,0
Prishtinë,Abdyl Frashëri,Hortikulturë,2018-19,13,Femër,0
Prishtinë,Abdyl Frashëri,Veterinar,2018-19,13,Femër,0
Prishtinë,Abdyl Frashëri,Mbrojtja e bimëve ,2018-19,13,Femër,0
Prishtinë,Abdyl Frashëri,Fermer,2018-19,13,Femër,0
Prishtinë,Abdyl Frashëri,Agrobiznesi,2018-19,13,Femër,0
Prishtinë,Prenk Jakova,Lëmi e përgjithshme –bashkëpunëtor i përgjithshëm muzikor,2018-19,13,Femër,0
Prishtinë,Prenk Jakova,Lëmi artistike (instrumental),2018-19,13,Femër,0
Prishtinë,Gjin Gazulli,Energjetikë,2018-19,13,Femër,0
Prishtinë,Gjin Gazulli,Informatikë,2018-19,13,Femër,0
Prishtinë,Gjin Gazulli,Makina elektrike,2018-19,13,Femër,0
Prishtinë,Gjin Gazulli,Telekomunikacionit,2018-19,13,Femër,0
Prishtinë,Gjin Gazulli,Riparim i pajisjeve të zyrës,2018-19,13,Femër,0
Prishtinë,Gjin Gazulli,Elektronikë industriale ,2018-19,13,Femër,0
Prishtinë,Alauddin,I përgjithshëm,2018-19,13,Femër,0
Prishtinë,Përparimi,Hortikulturë,2018-19,13,Femër,0
Prishtinë,Hasan Nahi,Shkenca Natyrore,2018-19,13,Femër,0
Prishtinë,Gjimnazi i Specializuar Matematikor,Matematikë-Informatikë,2018-19,13,Femër,0
Prishtinë,Ahmet Gashi,Shoqëror,2018-19,13,Femër,0
Prishtinë,The British School of Kosova,Shoqëror,2018-19,13,Femër,0
Prishtinë,The British School of Kosova,Shkenca Natyrore,2018-19,13,Femër,0
Prishtinë,European School of Kosova,I përgjithshëm,2018-19,13,Femër,0
Prishtinë,Bau Academy,Instalues elektrik,2018-19,13,Femër,0
Prishtinë,Bau Academy,Instalues i ngrohjes dhe klimatizimit,2018-19,13,Femër,0
Prishtinë,Bau Academy,Metalpunues,2018-19,13,Femër,0
Prishtinë,Bau Academy,Instalues ujësjellësi dhe kanalizimi,2018-19,13,Femër,0
Prishtinë,Rezonanca,Teknik i dhëmbëve,2018-19,13,Femër,0
Prishtinë,Rezonanca,Farmacist,2018-19,13,Femër,0
Prishtinë,Rezonanca,Asistent infermier i përgjithshëm  ,2018-19,13,Femër,0
Prishtinë,Quality Schools International,I përgjithshëm,2018-19,13,Femër,0
Prizren,Loyola,I përgjithshëm,2018-19,13,Femër,0
Prizren,Lorenc Antoni,Lëmi e përgjithshme –bashkëpunëtor i përgjithshëm muzikor,2018-19,13,Femër,0
Prizren,Lorenc Antoni,Lëmi artistike (instrumental),2018-19,13,Femër,0
Prizren,Luciano Motroni,Teknik i dhëmbëve,2018-19,13,Femër,0
Prizren,Luciano Motroni,Farmacist,2018-19,13,Femër,0
Prizren,Luciano Motroni,Asistent infermier i  mamisë,2018-19,13,Femër,0
Prizren,Luciano Motroni,Asistent infermier i pediatrisë ,2018-19,13,Femër,0
Prizren,Luciano Motroni,Asistent infermier i përgjithshëm  ,2018-19,13,Femër,0
Prizren,11 Marsi,Informatikë,2018-19,13,Femër,0
Prizren,11 Marsi,Makina elektrike,2018-19,13,Femër,0
Prizren,11 Marsi,Telekomunikacionit,2018-19,13,Femër,0
Prizren,11 Marsi,Instalues elektrik,2018-19,13,Femër,0
Prizren,11 Marsi,Komunikacioni rrugor,2018-19,13,Femër,0
Prizren,11 Marsi,Përpunues i metaleve,2018-19,13,Femër,0
Prizren,11 Marsi,Instalues i ngrohjes dhe klimatizimit,2018-19,13,Femër,0
Prizren,11 Marsi,Metalpunues,2018-19,13,Femër,0
Prizren,11 Marsi,Automekanik ,2018-19,13,Femër,0
Prizren,11 Marsi,Instalues ujësjellësi dhe kanalizimi,2018-19,13,Femër,0
Prizren,11 Marsi,Arkitekturë,2018-19,13,Femër,0
Prizren,11 Marsi,Gjeodezi,2018-19,13,Femër,0
Prizren,11 Marsi,Ndërtimtar,2018-19,13,Femër,0
Prizren,11 Marsi,Dizajn tekstili dhe veshje,2018-19,13,Femër,0
Prizren,11 Marsi,Dizajn enterieri,2018-19,13,Femër,0
Prizren,11 Marsi,Dizajn grafik,2018-19,13,Femër,0
Prizren,11 Marsi,Trafik rrugor,2018-19,13,Femër,0
Prizren,11 Marsi,Transport rrugor,2018-19,13,Femër,0
Prizren,11 Marsi,Dizajner Softuerik,2018-19,13,Femër,0
Prizren,Ymer Prizreni,Asistent i administratës,2018-19,13,Femër,0
Prizren,Ymer Prizreni,Asistent juridik,2018-19,13,Femër,0
Prizren,Ymer Prizreni,Bankier,2018-19,13,Femër,0
Prizren,Ymer Prizreni,Kontabilist,2018-19,13,Femër,0
Prizren,Ymer Prizreni,Shpediter -logjistikë / Doganier,2018-19,13,Femër,0
Prizren,Ymer Prizreni,Tregtar me pakicë dhe shumicë,2018-19,13,Femër,0
Prizren,Ymer Prizreni,Asistent finance,2018-19,13,Femër,0
Prizren,Ymer Prizreni,Asistent i restorantit,2018-19,13,Femër,0
Prizren,Ymer Prizreni,Teknologji ushqimore,2018-19,13,Femër,0
Prizren,Gjon Buzuku,Shoqëror,2018-19,13,Femër,0
Prizren,Gjon Buzuku,Shkenca Natyrore,2018-19,13,Femër,0
Prizren,Gjon Buzuku | 1,Shoqëror,2018-19,13,Femër,0
Prizren,Gjon Buzuku | 1,Shkenca Natyrore,2018-19,13,Femër,0
Prizren,Gjon Buzuku | 2,Shoqëror,2018-19,13,Femër,0
Prizren,Gjon Buzuku | 2,Shkenca Natyrore,2018-19,13,Femër,0
Prizren,Gjon Buzuku | 3,Shkenca Natyrore,2018-19,13,Femër,0
Prizren,Remzi Ademaj,Shoqëror,2018-19,13,Femër,0
Prizren,Remzi Ademaj | 1,Shoqëror,2018-19,13,Femër,0
Prizren,Remzi Ademaj | 2,Shoqëror,2018-19,13,Femër,0
Prizren,Remzi Ademaj | 3,Shoqëror,2018-19,13,Femër,0
Prizren,Remzi Ademaj | 4,Shoqëror,2018-19,13,Femër,0
Prizren,Remzi Ademaj | 5,Shoqëror,2018-19,13,Femër,0
Prizren,Nënë Tereza,Rrobaqepës,2018-19,13,Femër,0
Prizren,Nënë Tereza,Zdrukthëtar,2018-19,13,Femër,0
Prizren,Nënë Tereza,Kuzhinier,2018-19,13,Femër,0
Prizren,Lef Nosi,Lavërtari dhe perimtari (perimkulturë),2018-19,13,Femër,0
Prizren,Mehmet Akif | 1,Shkenca Natyrore,2018-19,13,Femër,0
Prizren,Qendra e Kompetencës Prizren,Nëpunës finance,2018-19,13,Femër,0
Prizren,Qendra e Kompetencës Prizren,Nëpunës industrie,2018-19,13,Femër,0
Prizren,Qendra e Kompetencës Prizren,Administrim zyre,2018-19,13,Femër,0
Prizren,Qendra e Kompetencës Prizren,Shërbime ndaj konsumatorit dhe shitjes,2018-19,13,Femër,0
Prizren,Qendra e Kompetencës Prizren,Nëpunës export-importi,2018-19,13,Femër,0
Prizren,Qendra e Kompetencës Prizren,Udhëheqës i udhëtimeve dhe grupeve turistike,2018-19,13,Femër,0
Prizren,Qendra e Kompetencës Prizren,Asistent në zyra informimi dhe agjenci turistike,2018-19,13,Femër,0
Prizren,Qendra e Kompetencës Prizren,Asistent në organizimin e ngjarjeve (eventeve),2018-19,13,Femër,0
Prizren,International Maarif Schools of Kosova | 1,Shkenca Natyrore,2018-19,13,Femër,0
Skënderaj,Hamëz Jashari,Shoqëror,2018-19,13,Femër,0
Skënderaj,Hamëz Jashari,Shkenca Natyrore,2018-19,13,Femër,0
Skënderaj,Anton Çetta,Kontabilist,2018-19,13,Femër,0
Skënderaj,Anton Çetta,Shpediter -logjistikë / Doganier,2018-19,13,Femër,0
Skënderaj,Anton Çetta,Informatikë,2018-19,13,Femër,0
Skënderaj,Anton Çetta,Telekomunikacionit,2018-19,13,Femër,0
Skënderaj,Anton Çetta,Laborant i biologjisë ,2018-19,13,Femër,0
Skënderaj,Anton Çetta,Laborant i kimisë,2018-19,13,Femër,0
Skënderaj,Anton Çetta,Instalues i ngrohjes dhe klimatizimit,2018-19,13,Femër,0
Skënderaj,Anton Çetta,Operator i prodhimit,2018-19,13,Femër,0
Skënderaj,Anton Çetta,Automekanik ,2018-19,13,Femër,0
Skënderaj,Anton Çetta,Teknologji ushqimore,2018-19,13,Femër,0
Skënderaj,Anton Çetta,Konfeksioner,2018-19,13,Femër,0
Skënderaj,Anton Çetta,Farmacist,2018-19,13,Femër,0
Skënderaj,Anton Çetta,Agrobiznesi,2018-19,13,Femër,0
Skënderaj,Anton Çetta,Banka dhe sigurime,2018-19,13,Femër,0
Skënderaj,Anton Çetta,Teknologji kimike,2018-19,13,Femër,0
Skënderaj,Anton Çetta,Marketing,2018-19,13,Femër,0
Skënderaj,Anton Çetta,Laborant i shëndetësisë,2018-19,13,Femër,0
Skënderaj,Anton Çetta,Trafik rrugor,2018-19,13,Femër,0
Skënderaj,Anton Çetta,Transport rrugor,2018-19,13,Femër,0
Skënderaj,Anton Çetta | 1,Kontabilist,2018-19,13,Femër,0
Skënderaj,Anton Çetta | 1,Teknologji kimike,2018-19,13,Femër,0
Skënderaj,Qendra e Kompetencës,Instalues elektrik,2018-19,13,Femër,0
Skënderaj,Qendra e Kompetencës,Instalues i ngrohjes dhe klimatizimit,2018-19,13,Femër,0
Skënderaj,Qendra e Kompetencës,Instalues ujësjellësi dhe kanalizimi,2018-19,13,Femër,0
Skënderaj,Qendra e Kompetencës,Arkitekturë,2018-19,13,Femër,0
Skënderaj,Qendra e Kompetencës,Dizajn tekstili dhe veshje,2018-19,13,Femër,0
Skënderaj,Qendra e Kompetencës,Dizajn enterieri,2018-19,13,Femër,0
Skënderaj,Qendra e Kompetencës,Murator dhe pllaka shtrues,2018-19,13,Femër,0
Skënderaj,Qendra e Kompetencës,Teneqepunues dhe punues metali,2018-19,13,Femër,0
Skënderaj,Qendra e Kompetencës,Ndertmtari e lart,2018-19,13,Femër,0
Skënderaj,Qendra e Kompetencës,"Energjia, klima dhe mjedisi",2018-19,13,Femër,0
Shtime,Naim Frashëri,Shoqëror,2018-19,13,Femër,0
Shtime,Naim Frashëri,Shkenca Natyrore,2018-19,13,Femër,0
Shtime,Sh.M. Profesionale,Asistent i administratës,2018-19,13,Femër,0
Shtime,Sh.M. Profesionale,Energjetikë,2018-19,13,Femër,0
Shtime,Sh.M. Profesionale,Informatikë,2018-19,13,Femër,0
Shtime,Sh.M. Profesionale,Asistent i restorantit,2018-19,13,Femër,0
Shtime,Sh.M. Profesionale,Mekanik i makinave,2018-19,13,Femër,0
Shtime,Sh.M. Profesionale,Saldator,2018-19,13,Femër,0
Shtime,Sh.M. Profesionale,Automekanik ,2018-19,13,Femër,0
Shtime,Sh.M. Profesionale,Instalues ujësjellësi dhe kanalizimi,2018-19,13,Femër,0
Shtime,Sh.M. Profesionale,Ndërtimtar,2018-19,13,Femër,0
Shtime,Sh.M. Profesionale,Agrobiznesi,2018-19,13,Femër,0
Shtime,Sh.M. Profesionale,Banka dhe sigurime,2018-19,13,Femër,0
Shtime,Sh.M. Profesionale,Marketing,2018-19,13,Femër,0
Shtërpcë,Kongresi i Manastirit,Asistent turistik,2018-19,13,Femër,0
Shtërpcë,Kongresi i Manastirit,Shoqëror,2018-19,13,Femër,0
Shtërpcë,Kongresi i Manastirit,Shkenca Natyrore,2018-19,13,Femër,0
Shtërpcë,Kongresi i Manastirit,I gjuhëve,2018-19,13,Femër,0
Suharekë,Jeta e re,Shoqëror,2018-19,13,Femër,0
Suharekë,Jeta e re,Shkenca Natyrore,2018-19,13,Femër,0
Suharekë,Skënder Luarasi,Informatikë,2018-19,13,Femër,0
Suharekë,Skënder Luarasi,Telekomunikacionit,2018-19,13,Femër,0
Suharekë,Skënder Luarasi,Elektronikë konsumuese,2018-19,13,Femër,0
Suharekë,Skënder Luarasi,Instalues elektrik,2018-19,13,Femër,0
Suharekë,Skënder Luarasi,Mekanik i makinave,2018-19,13,Femër,0
Suharekë,Skënder Luarasi,Saldator,2018-19,13,Femër,0
Suharekë,Skënder Luarasi,Instalues i ngrohjes dhe klimatizimit,2018-19,13,Femër,0
Suharekë,Skënder Luarasi,Operator i prodhimit,2018-19,13,Femër,0
Suharekë,Skënder Luarasi,Automekanik ,2018-19,13,Femër,0
Suharekë,Skënder Luarasi,Arkitekturë,2018-19,13,Femër,0
Suharekë,Skënder Luarasi,Gjeodezi,2018-19,13,Femër,0
Suharekë,Skënder Luarasi,Ndërtimtar,2018-19,13,Femër,0
Suharekë,Skënder Luarasi,Rrobaqepës,2018-19,13,Femër,0
Suharekë,Skënder Luarasi,Teknik i Informatikës,2018-19,13,Femër,0
Suharekë,Skënder Luarasi,Transport rrugor,2018-19,13,Femër,0
Suharekë,Abdyl Ramaj,Asistent i administratës,2018-19,13,Femër,0
Suharekë,Abdyl Ramaj,Asistent juridik,2018-19,13,Femër,0
Suharekë,Abdyl Ramaj,Kontabilist,2018-19,13,Femër,0
Suharekë,Abdyl Ramaj,Tregtar me pakicë dhe shumicë,2018-19,13,Femër,0
Suharekë,Abdyl Ramaj,Asistent marketingu,2018-19,13,Femër,0
Suharekë,Abdyl Ramaj,Asistent turistik,2018-19,13,Femër,0
Suharekë,Abdyl Ramaj,Teknologjia e reciklimit,2018-19,13,Femër,0
Suharekë,Abdyl Ramaj,Teknologjia e materialit ndërtimor,2018-19,13,Femër,0
Suharekë,Abdyl Ramaj,Laborant i kimisë,2018-19,13,Femër,0
Suharekë,Abdyl Ramaj,Teknologji ushqimore,2018-19,13,Femër,0
Suharekë,Abdyl Ramaj,Hortikulturë,2018-19,13,Femër,0
Suharekë,Abdyl Ramaj,Pemëtari dhe vreshtari,2018-19,13,Femër,0
Suharekë,Abdyl Ramaj,Përpunimi i drurit,2018-19,13,Femër,0
Suharekë,Abdyl Ramaj,Agrobiznesi,2018-19,13,Femër,0
Suharekë,Abdyl Ramaj,Banka dhe sigurime,2018-19,13,Femër,0
Suharekë,Abdyl Ramaj,Administrim zyre,2018-19,13,Femër,0
Suharekë,Abdyl Ramaj,Financa,2018-19,13,Femër,0
Ferizaj,Agaxhite,Informatikë,2018-19,13,Femër,0
Ferizaj,Agaxhite,Shkenca Natyrore,2018-19,13,Femër,0
Ferizaj,Agaxhite,Administrim biznesi,2018-19,13,Femër,0
Ferizaj,Kuvendi i Arbërit,Shkenca Natyrore,2018-19,13,Femër,0
Ferizaj,Faik Konica,Asistent juridik,2018-19,13,Femër,0
Ferizaj,Faik Konica,Bankier,2018-19,13,Femër,0
Ferizaj,Faik Konica,Kontabilist,2018-19,13,Femër,0
Ferizaj,Faik Konica,Shpediter -logjistikë / Doganier,2018-19,13,Femër,0
Ferizaj,Faik Konica,Tregtar me pakicë dhe shumicë,2018-19,13,Femër,0
Ferizaj,Faik Konica,Asistent marketingu,2018-19,13,Femër,0
Ferizaj,Faik Konica,Asistent finance,2018-19,13,Femër,0
Ferizaj,Faik Konica,Asistent i hotelerisë,2018-19,13,Femër,0
Ferizaj,Faik Konica,Asistent turistik,2018-19,13,Femër,0
Ferizaj,Faik Konica,Administrim zyre,2018-19,13,Femër,0
Ferizaj,Pjetër Bogdani,Informatikë,2018-19,13,Femër,0
Ferizaj,Pjetër Bogdani,Makina elektrike,2018-19,13,Femër,0
Ferizaj,Pjetër Bogdani,Instalues elektrik,2018-19,13,Femër,0
Ferizaj,Pjetër Bogdani,Komunikacioni rrugor,2018-19,13,Femër,0
Ferizaj,Pjetër Bogdani,Mekanik i makinave,2018-19,13,Femër,0
Ferizaj,Pjetër Bogdani,Instalues i ngrohjes dhe klimatizimit,2018-19,13,Femër,0
Ferizaj,Pjetër Bogdani,Operator i prodhimit,2018-19,13,Femër,0
Ferizaj,Pjetër Bogdani,Vegëltar,2018-19,13,Femër,0
Ferizaj,Pjetër Bogdani,Metalpunues,2018-19,13,Femër,0
Ferizaj,Pjetër Bogdani,Automekanik ,2018-19,13,Femër,0
Ferizaj,Pjetër Bogdani,Instalues ujësjellësi dhe kanalizimi,2018-19,13,Femër,0
Ferizaj,Pjetër Bogdani,Ndërtimtar,2018-19,13,Femër,0
Ferizaj,Elena Gjika,Farmacist,2018-19,13,Femër,0
Ferizaj,Elena Gjika,Asistent infermier i  mamisë,2018-19,13,Femër,0
Ferizaj,Elena Gjika,Asistent infermier i pediatrisë ,2018-19,13,Femër,0
Ferizaj,Elena Gjika,Asistent infermier i përgjithshëm  ,2018-19,13,Femër,0
Ferizaj,Elena Gjika,Laborant i shëndetësisë,2018-19,13,Femër,0
Ferizaj,Zenel Hajdini,Teknologji ushqimore,2018-19,13,Femër,0
Ferizaj,Zenel Hajdini,Hortikulturë,2018-19,13,Femër,0
Ferizaj,Zenel Hajdini,Konfeksioner,2018-19,13,Femër,0
Ferizaj,Zenel Hajdini,Lavërtari dhe perimtari (perimkulturë),2018-19,13,Femër,0
Ferizaj,Zenel Hajdini,Pemëtari dhe vreshtari,2018-19,13,Femër,0
Ferizaj,Zenel Hajdini,Veterinar,2018-19,13,Femër,0
Ferizaj,Zenel Hajdini,Mbrojtja e bimëve ,2018-19,13,Femër,0
Ferizaj,Zenel Hajdini,Përpunimi i drurit,2018-19,13,Femër,0
Ferizaj,Zenel Hajdini,Agrobiznesi,2018-19,13,Femër,0
Ferizaj,Çesk Zadeja,Lëmi e përgjithshme –bashkëpunëtor i përgjithshëm muzikor,2018-19,13,Femër,0
Ferizaj,Çesk Zadeja,Arti figurativ aplikativ,2018-19,13,Femër,0
Ferizaj,Gjimnazi shkenca shoqërore,Shoqëror,2018-19,13,Femër,0
Ferizaj,Gjimnazi shkenca shoqërore,I gjuhëve,2018-19,13,Femër,0
Ferizaj,Qendra e Kompetencës,Teknik i optikës,2018-19,13,Femër,0
Ferizaj,Qendra e Kompetencës,Teknik dentar,2018-19,13,Femër,0
Ferizaj,Qendra e Kompetencës,Teknik i farmacisë,2018-19,13,Femër,0
Ferizaj,Qendra e Kompetencës,Asistent i kujdesit social-shëndetsor,2018-19,13,Femër,0
Ferizaj,Qendra e Kompetencës,Fizioterapeut,2018-19,13,Femër,0
Ferizaj,Qendra e Kompetencës,Asistent i sigurisë ushqimore dhe dietave,2018-19,13,Femër,0
Viti,Kuvendi i Lezhës,Shoqëror,2018-19,13,Femër,0
Viti,Kuvendi i Lezhës,Shkenca Natyrore,2018-19,13,Femër,0
Viti,Jonuz Zejnullahu,Asistent i administratës,2018-19,13,Femër,0
Viti,Jonuz Zejnullahu,Tregtar me pakicë dhe shumicë,2018-19,13,Femër,0
Viti,Jonuz Zejnullahu,Energjetikë,2018-19,13,Femër,0
Viti,Jonuz Zejnullahu,Informatikë,2018-19,13,Femër,0
Viti,Jonuz Zejnullahu,Telekomunikacionit,2018-19,13,Femër,0
Viti,Jonuz Zejnullahu,Elektronikë industriale ,2018-19,13,Femër,0
Viti,Jonuz Zejnullahu,Instalues elektrik,2018-19,13,Femër,0
Viti,Jonuz Zejnullahu,Laborant i kimisë,2018-19,13,Femër,0
Viti,Jonuz Zejnullahu,Saldator,2018-19,13,Femër,0
Viti,Jonuz Zejnullahu,Instalues i ngrohjes dhe klimatizimit,2018-19,13,Femër,0
Viti,Jonuz Zejnullahu,Operator i prodhimit,2018-19,13,Femër,0
Viti,Jonuz Zejnullahu,Automekanik ,2018-19,13,Femër,0
Viti,Jonuz Zejnullahu,Instalues ujësjellësi dhe kanalizimi,2018-19,13,Femër,0
Viti,Jonuz Zejnullahu,Teknologji ushqimore,2018-19,13,Femër,0
Viti,Jonuz Zejnullahu,Hortikulturë,2018-19,13,Femër,0
Viti,Jonuz Zejnullahu,Konfeksioner,2018-19,13,Femër,0
Viti,Jonuz Zejnullahu,Banka dhe sigurime,2018-19,13,Femër,0
Viti,Jonuz Zejnullahu,Trafik rrugor,2018-19,13,Femër,0
Viti,Kongresi i Manastirit,Asistent juridik,2018-19,13,Femër,0
Viti,Kongresi i Manastirit,Kontabilist,2018-19,13,Femër,0
Viti,Kongresi i Manastirit,Informatikë,2018-19,13,Femër,0
Viti,Kongresi i Manastirit,Operator i prodhimit,2018-19,13,Femër,0
Viti,Kongresi i Manastirit,Shoqëror,2018-19,13,Femër,0
Viti,Kongresi i Manastirit,Shkenca Natyrore,2018-19,13,Femër,0
Vushtrri,Lutfi Musiqi,Energjetikë,2018-19,13,Femër,0
Vushtrri,Lutfi Musiqi,Informatikë,2018-19,13,Femër,0
Vushtrri,Lutfi Musiqi,Telekomunikacionit,2018-19,13,Femër,0
Vushtrri,Lutfi Musiqi,Mekatronikë,2018-19,13,Femër,0
Vushtrri,Lutfi Musiqi,Instalues elektrik,2018-19,13,Femër,0
Vushtrri,Lutfi Musiqi,Saldator,2018-19,13,Femër,0
Vushtrri,Lutfi Musiqi,Instalues i ngrohjes dhe klimatizimit,2018-19,13,Femër,0
Vushtrri,Lutfi Musiqi,Operator i prodhimit,2018-19,13,Femër,0
Vushtrri,Lutfi Musiqi,Automekanik ,2018-19,13,Femër,0
Vushtrri,Lutfi Musiqi,Dirigjimi kompjuterik i makinave,2018-19,13,Femër,0
Vushtrri,Lutfi Musiqi,Transport rrugor,2018-19,13,Femër,0
Vushtrri,Bahri Haxha,Bankier,2018-19,13,Femër,0
Vushtrri,Bahri Haxha,Kontabilist,2018-19,13,Femër,0
Vushtrri,Bahri Haxha,Tregtar me pakicë dhe shumicë,2018-19,13,Femër,0
Vushtrri,Bahri Haxha,Përfitues i metaleve,2018-19,13,Femër,0
Vushtrri,Bahri Haxha,Teknologjia e reciklimit,2018-19,13,Femër,0
Vushtrri,Bahri Haxha,Laborant i kimisë,2018-19,13,Femër,0
Vushtrri,Bahri Haxha,Arkitekturë,2018-19,13,Femër,0
Vushtrri,Bahri Haxha,Ndërtimtar,2018-19,13,Femër,0
Vushtrri,Bahri Haxha,Teknologji ushqimore,2018-19,13,Femër,0
Vushtrri,Bahri Haxha,Hortikulturë,2018-19,13,Femër,0
Vushtrri,Bahri Haxha,Konfeksioner,2018-19,13,Femër,0
Vushtrri,Bahri Haxha,Pemëtari dhe vreshtari,2018-19,13,Femër,0
Vushtrri,Bahri Haxha,Përpunimi i drurit,2018-19,13,Femër,0
Vushtrri,Bahri Haxha,Kuzhinier,2018-19,13,Femër,0
